TimePoint,NO,NO2,NOx,SO2,CO,O3,PM10,PM2.5,BC,Visibility,WindD,WindS,Temperature,Humidity,Pressure
2013-01-09 00:00:00,48.0,33.92,82.36,61.74,3.72,,265.79,186.33,13.632,0.96,41.22,1.05,-3.77,83.92,1025.34
2013-01-09 01:00:00,44.41,32.6,77.34,72.15,3.87,,264.46,184.67,13.267,0.98,7.97,0.76,-3.93,85.4,1025.47
2013-01-09 02:00:00,39.31,32.28,71.8,81.36,4.09,,282.63,200.78,13.668,1.03,350.5,0.63,-3.76,83.62,1025.48
2013-01-09 03:00:00,38.47,30.57,69.23,87.33,3.96,,260.34,180.59,12.944,1.19,358.6,0.6,-3.63,81.15,1024.97
2013-01-09 04:00:00,35.31,29.47,65.0,91.9,3.66,,235.56,161.23,11.884,1.32,354.59,0.55,-3.71,80.5,1024.54
2013-01-09 05:00:00,32.5,30.02,62.72,111.43,3.47,,233.48,157.21,10.937,1.38,339.71,0.32,-3.57,79.38,1024.34
2013-01-09 06:00:00,34.7,30.18,65.06,84.86,3.27,,237.12,154.56,11.601,1.3,290.56,0.46,-3.96,81.09,1024.19
2013-01-09 07:00:00,70.79,30.53,101.7,60.76,3.61,,297.4,165.54,12.578,1.16,275.07,0.3,-4.32,81.86,1024.25
2013-01-09 08:00:00,57.89,32.74,91.02,81.82,4.76,,387.88,235.3,14.528,0.92,270.85,0.65,-4.62,81.89,1024.57
2013-01-09 09:00:00,49.34,35.56,85.27,111.14,5.61,,483.36,323.5,15.592,0.73,287.92,1.02,-4.19,79.95,1024.91
2013-01-09 10:00:00,47.56,39.17,87.05,137.04,5.89,,563.73,393.15,16.268,0.65,273.29,0.84,-3.46,77.86,1024.79
2013-01-09 11:00:00,31.22,36.78,68.25,116.33,4.54,,445.71,319.44,13.883,0.88,260.33,28.23,-2.03,72.49,1023.65
2013-01-09 12:00:00,20.74,34.76,55.65,89.12,3.83,,385.36,272.01,12.754,1.07,194.23,0.42,-0.57,66.51,1022.26
2013-01-09 13:00:00,13.18,32.72,45.96,76.05,3.32,,328.39,226.72,11.866,1.24,216.78,0.65,0.1,62.82,1021.05
2013-01-09 14:00:00,10.0,30.76,40.85,68.17,2.95,,288.09,190.59,11.233,1.5,195.93,0.59,0.47,61.12,1020.5
2013-01-09 15:00:00,8.64,30.83,39.56,64.93,2.72,,260.98,162.45,10.276,1.69,217.2,0.59,0.63,59.86,1020.06
2013-01-09 16:00:00,6.63,32.2,38.91,62.21,2.81,,269.98,173.89,11.016,1.58,234.9,0.68,0.06,61.78,1020.21
2013-01-09 17:00:00,26.87,36.23,63.3,61.3,3.35,,336.84,209.35,12.96,1.38,250.63,0.26,-0.61,65.17,1020.55
2013-01-09 18:00:00,51.6,37.4,89.4,70.58,4.14,,413.7,253.66,16.437,1.2,274.68,0.18,-1.07,67.79,1021.09
2013-01-09 19:00:00,105.02,40.09,145.57,79.84,4.95,,488.23,281.14,18.118,1.01,99.42,0.03,-1.53,70.04,1021.1
2013-01-09 20:00:00,98.59,38.11,137.19,75.8,4.75,,442.21,265.52,17.526,1.04,273.26,0.13,-1.99,71.44,1021.23
2013-01-09 21:00:00,128.14,37.5,166.17,75.19,5.8,,531.95,299.56,18.722,0.85,250.8,0.12,-2.45,72.89,1021.41
2013-01-09 22:00:00,73.19,36.06,109.67,78.36,5.25,,431.83,284.31,16.965,0.85,255.62,0.29,-3.3,75.79,1021.34
2013-01-09 23:00:00,77.86,33.72,112.03,78.27,6.05,,455.19,315.54,18.092,0.72,254.09,0.37,-3.95,77.23,1021.25
2013-01-10 00:00:00,52.1,32.12,84.58,69.59,5.74,,420.35,304.48,16.605,0.69,249.63,0.53,-4.43,77.56,1020.9
2013-01-10 01:00:00,66.15,31.42,97.96,59.57,6.41,,464.93,335.64,17.285,0.56,245.49,0.16,-4.96,79.54,1020.53
2013-01-10 02:00:00,42.07,31.77,74.09,51.16,5.06,,473.74,315.77,16.644,0.49,266.54,0.31,-5.48,81.81,1020.22
2013-01-10 03:00:00,34.67,31.48,66.3,42.36,4.47,,411.03,289.69,18.663,0.47,260.07,0.41,-5.92,87.45,1019.47
2013-01-10 04:00:00,35.29,32.12,67.55,38.09,4.46,,476.15,,14.622,0.42,276.72,0.22,-5.75,89.68,1019.16
2013-01-10 05:00:00,34.66,32.49,67.29,36.64,4.55,,,,14.888,0.39,264.88,0.34,-5.78,91.39,1018.84
2013-01-10 06:00:00,35.44,35.65,71.28,39.49,4.39,,,,15.195,0.23,257.66,0.52,-5.77,95.23,1019.19
2013-01-10 07:00:00,33.7,36.7,70.59,44.28,4.22,,,,15.016,0.23,259.3,0.67,-5.73,98.7,1019.58
2013-01-10 08:00:00,39.94,36.35,76.55,52.42,4.23,,,,14.948,0.24,263.32,0.57,-5.93,99.89,1020.14
2013-01-10 09:00:00,43.65,36.91,80.97,61.89,4.41,,,,15.294,0.28,251.2,0.76,-5.78,99.92,1020.49
2013-01-10 10:00:00,42.77,37.96,81.08,57.67,4.23,,,,15.548,0.29,242.61,0.79,-5.18,99.73,1020.45
2013-01-10 11:00:00,36.19,38.92,75.35,59.6,4.2,,589.06,467.54,15.754,0.33,239.3,0.7,-4.58,98.48,1019.65
2013-01-10 12:00:00,29.81,39.85,69.78,50.12,4.28,,652.88,527.17,15.96,0.33,235.41,0.74,-3.95,95.19,1018.73
2013-01-10 13:00:00,26.49,43.65,70.23,47.47,4.49,,666.59,546.13,17.05,0.35,231.6,0.65,-3.2,93.46,1017.9
2013-01-10 14:00:00,27.94,46.51,74.55,50.51,4.63,,714.81,587.72,17.692,0.36,230.09,0.63,-2.52,89.47,1017.44
2013-01-10 15:00:00,29.19,48.34,77.7,53.36,4.71,,764.38,618.65,17.873,0.36,236.12,0.32,-2.06,86.94,1017.22
2013-01-10 16:00:00,31.13,49.26,80.64,49.38,4.78,,777.12,616.11,18.557,0.36,282.69,0.28,-1.94,86.28,1017.13
2013-01-10 17:00:00,38.1,50.67,89.01,57.51,4.87,,765.65,592.3,18.437,0.35,289.74,0.62,-2.27,88.19,1017.2
2013-01-10 18:00:00,50.47,50.49,101.21,67.01,5.04,,752.73,574.99,19.027,0.36,290.72,0.65,-2.57,89.84,1017.34
2013-01-10 19:00:00,63.56,50.72,114.55,57.97,4.96,,719.19,558.04,18.868,0.36,275.54,0.52,-2.58,89.71,1017.3
2013-01-10 20:00:00,90.43,49.68,140.4,69.11,5.33,,792.21,585.63,19.938,0.36,253.47,0.24,-2.15,87.52,1017.39
2013-01-10 21:00:00,86.15,46.71,133.12,67.64,5.9,,797.89,605.99,21.457,0.34,177.58,0.1,-2.0,88.29,1017.56
2013-01-10 22:00:00,52.22,46.05,98.48,91.36,5.37,,722.0,562.45,19.41,0.32,236.38,0.28,-1.86,89.24,1017.46
2013-01-10 23:00:00,79.15,49.25,128.71,289.4,5.58,,704.96,547.32,18.35,0.31,233.89,0.54,-2.36,93.15,1017.47
2013-01-11 00:00:00,77.64,49.42,127.34,292.2,5.69,,717.21,552.43,18.596,0.31,236.99,0.53,-2.53,94.18,1016.67
2013-01-11 01:00:00,50.15,47.96,98.34,145.45,5.25,,696.86,528.8,17.619,0.28,234.56,0.9,-2.89,96.22,1015.95
2013-01-11 02:00:00,56.26,47.54,104.07,125.01,5.21,,687.64,508.7,17.447,0.26,230.95,0.95,-3.17,98.22,1015.34
2013-01-11 03:00:00,51.95,46.12,98.32,85.41,5.23,,696.16,491.35,16.706,0.23,242.86,0.91,-3.48,99.57,1014.69
2013-01-11 04:00:00,53.57,46.78,100.58,67.18,5.0,,717.43,497.9,17.075,0.25,245.65,0.99,-3.27,100.0,1014.21
2013-01-11 05:00:00,58.23,46.81,105.25,87.64,5.31,,762.29,528.87,17.344,0.25,253.68,0.58,-3.2,99.9,1014.19
2013-01-11 06:00:00,57.05,46.11,103.46,97.17,5.37,,734.29,509.18,17.092,0.27,310.13,0.54,-3.04,99.12,1014.73
2013-01-11 07:00:00,73.62,47.28,121.21,125.18,5.77,,740.17,511.64,17.483,0.29,272.31,0.27,-2.89,97.86,1015.22
2013-01-11 08:00:00,94.4,48.75,143.5,140.64,7.34,,808.7,583.46,18.513,0.31,128.84,0.03,-2.7,94.93,1015.7
2013-01-11 09:00:00,102.74,50.35,153.5,146.94,8.49,,870.89,634.56,19.119,0.31,44.34,0.25,-2.53,91.8,1015.95
2013-01-11 10:00:00,106.57,54.43,161.48,163.7,8.94,,904.55,671.61,18.831,0.32,179.5,0.09,-2.05,89.48,1015.49
2013-01-11 11:00:00,92.8,57.64,150.86,147.1,8.61,,946.09,705.9,19.544,0.34,205.88,0.17,-1.45,86.89,1014.98
2013-01-11 12:00:00,98.68,62.36,161.57,154.24,8.72,,980.78,732.72,19.764,0.36,103.14,0.52,-0.65,82.7,1014.31
2013-01-11 13:00:00,82.7,61.71,144.74,147.9,7.93,,930.27,690.38,19.049,0.4,87.57,0.81,-0.13,79.08,1013.94
2013-01-11 14:00:00,80.09,65.4,145.87,152.82,8.5,,,,19.51,0.4,88.3,0.81,0.18,76.61,1014.36
2013-01-11 15:00:00,123.08,75.01,198.69,155.37,8.52,,,,21.092,0.37,91.96,0.81,0.13,76.72,1014.9
2013-01-11 16:00:00,104.55,72.22,177.39,148.04,8.64,,1032.82,803.48,21.913,0.37,88.54,0.38,-0.07,77.1,1015.69
2013-01-11 17:00:00,97.32,68.21,166.05,147.44,9.06,,1137.07,799.89,23.875,0.34,95.55,0.4,-0.82,80.24,1016.47
2013-01-11 18:00:00,110.37,67.7,178.7,130.86,9.28,,1149.73,817.51,25.628,0.32,86.18,0.1,-1.15,81.44,1017.02
2013-01-11 19:00:00,112.62,65.65,178.89,111.31,9.04,,1092.14,776.18,24.795,0.31,271.27,0.15,-1.38,82.57,1017.63
2013-01-11 20:00:00,200.06,65.65,266.09,95.7,9.84,,1280.98,824.95,25.606,0.28,230.89,0.07,-2.08,86.1,1018.03
2013-01-11 21:00:00,186.61,62.45,249.37,104.32,10.0,,1258.6,805.69,26.372,0.26,241.57,0.5,-2.79,89.03,1018.31
2013-01-11 22:00:00,143.48,67.72,211.65,120.9,9.8,,1123.62,758.69,24.222,0.27,276.1,0.73,-2.98,90.23,1018.45
2013-01-11 23:00:00,146.07,71.45,218.02,118.32,9.52,,1071.85,745.5,23.254,0.27,271.49,0.43,-2.68,89.77,1018.49
2013-01-12 00:00:00,170.07,65.23,235.68,101.98,10.0,,1140.36,743.59,23.701,0.23,233.76,0.19,-3.41,91.25,1018.23
2013-01-12 01:00:00,172.69,59.38,232.31,85.4,10.0,,1155.9,725.99,24.552,0.21,188.88,0.05,-3.89,91.37,1018.03
2013-01-12 02:00:00,166.78,56.33,223.35,78.3,10.0,,,,24.928,0.17,214.9,0.23,-5.27,93.45,1017.81
2013-01-12 03:00:00,155.46,54.01,209.73,72.64,10.0,,,,24.616,0.18,176.12,0.16,-5.67,95.87,1017.27
2013-01-12 04:00:00,128.03,49.61,178.09,69.21,10.0,,,,23.588,0.19,242.78,0.35,-6.04,95.77,1016.56
2013-01-12 05:00:00,106.77,46.59,153.81,63.88,10.0,,,,21.105,0.19,286.75,0.91,-6.31,96.98,1016.1
2013-01-12 06:00:00,97.59,43.14,141.04,52.03,9.78,,,,19.317,0.14,326.56,0.2,-6.66,97.18,1016.14
2013-01-12 07:00:00,70.13,42.72,113.23,51.58,8.82,,,,15.981,0.11,281.12,0.64,-6.68,99.5,1015.98
2013-01-12 08:00:00,56.82,37.32,94.4,44.38,8.22,,,,16.092,0.22,273.63,0.58,-6.47,100.0,1015.91
2013-01-12 09:00:00,49.91,41.35,91.55,42.23,6.98,,,,16.402,0.26,245.42,0.88,-5.84,100.0,1015.74
2013-01-12 10:00:00,37.84,41.87,79.99,47.89,6.81,,538.24,,16.197,0.34,230.74,1.16,-3.61,100.0,1015.2
2013-01-12 11:00:00,28.25,42.42,70.8,60.22,6.23,,622.62,526.73,17.049,0.43,233.94,0.85,-0.85,92.51,1013.99
2013-01-12 12:00:00,21.37,41.74,63.16,55.21,5.19,,602.1,507.55,16.919,0.53,228.59,1.26,0.43,82.43,1012.55
2013-01-12 13:00:00,17.73,42.74,60.52,53.3,4.69,,554.48,449.61,16.087,0.66,220.64,1.13,2.45,71.83,1011.44
2013-01-12 14:00:00,18.38,46.77,65.13,54.1,4.5,,546.91,421.53,15.581,0.75,226.92,1.05,4.41,62.57,1010.42
2013-01-12 15:00:00,15.46,48.6,64.06,48.62,4.39,,576.89,443.54,16.129,0.72,229.38,0.9,4.88,61.61,1010.11
2013-01-12 16:00:00,18.26,48.86,67.14,45.54,4.27,,539.48,401.21,16.078,0.77,232.53,0.42,4.58,62.43,1010.08
2013-01-12 17:00:00,31.24,47.54,78.96,47.72,3.95,,532.8,351.31,16.576,1.02,139.9,0.11,3.53,59.62,1010.2
2013-01-12 18:00:00,20.7,45.11,65.88,43.5,3.7,,456.31,308.04,15.645,1.09,226.27,0.04,3.32,59.71,1010.37
2013-01-12 19:00:00,30.89,44.62,75.67,48.57,4.1,,451.3,306.33,15.849,1.03,31.07,0.13,2.73,62.67,1010.45
2013-01-12 20:00:00,59.74,44.25,104.28,55.08,5.14,,517.62,348.96,17.587,0.94,58.58,0.39,2.3,64.44,1010.72
2013-01-12 21:00:00,87.77,54.7,142.84,88.99,7.48,,737.5,533.88,21.898,0.5,22.16,0.91,0.63,77.45,1011.45
2013-01-12 22:00:00,69.92,55.58,125.78,97.25,7.14,,710.73,560.83,21.095,0.45,37.52,1.15,-0.09,82.52,1011.8
2013-01-12 23:00:00,61.1,54.21,115.7,94.05,7.14,,709.33,566.71,20.651,0.42,40.89,1.29,-0.66,85.45,1011.95
2013-01-13 00:00:00,61.34,53.69,115.44,95.13,7.38,,701.11,556.47,19.78,0.41,16.71,0.87,-0.95,86.46,1012.25
2013-01-13 01:00:00,62.65,54.21,117.26,101.76,7.68,,735.42,581.1,19.66,0.38,3.52,0.92,-1.51,87.8,1012.56
2013-01-13 02:00:00,62.68,55.43,118.5,97.59,7.77,,764.26,599.88,19.827,0.36,28.12,0.97,-1.9,89.41,1012.99
2013-01-13 03:00:00,70.04,54.26,124.68,96.87,7.78,,745.91,583.34,19.555,0.34,24.23,1.1,-2.43,91.59,1013.16
2013-01-13 04:00:00,77.33,57.09,134.72,106.38,7.83,,713.71,569.58,18.999,0.37,23.18,1.11,-2.72,89.92,1013.24
2013-01-13 05:00:00,90.15,62.43,153.09,115.6,8.11,,778.15,621.16,19.901,0.37,38.99,1.42,-3.28,86.99,1013.38
2013-01-13 06:00:00,57.78,56.21,114.3,93.13,6.46,,666.77,494.16,17.398,0.41,35.4,1.76,-3.06,91.4,1013.73
2013-01-13 07:00:00,54.44,56.1,110.82,90.54,6.57,,632.01,495.57,17.407,0.44,38.78,1.56,-2.83,88.86,1014.48
2013-01-13 08:00:00,67.6,57.29,125.15,96.43,6.92,,683.12,541.53,18.561,0.43,42.01,1.28,-2.79,86.49,1015.47
2013-01-13 09:00:00,74.36,58.48,133.05,105.57,7.3,,705.11,551.99,19.287,0.44,36.82,1.25,-2.65,85.65,1016.0
2013-01-13 10:00:00,66.48,55.59,122.4,96.65,7.01,,690.71,540.69,19.072,0.45,49.37,0.89,-2.28,84.94,1016.33
2013-01-13 11:00:00,65.21,57.21,122.7,87.52,7.18,,673.06,537.17,18.847,0.45,56.56,1.06,-2.28,86.04,1015.88
2013-01-13 12:00:00,70.86,60.13,131.24,99.79,7.15,,696.0,553.02,18.953,0.48,41.73,1.17,-1.68,82.18,1014.97
2013-01-13 13:00:00,76.64,63.65,140.63,91.41,7.43,,709.75,571.01,19.576,0.5,52.83,0.92,-1.06,78.63,1014.64
2013-01-13 14:00:00,85.51,63.59,149.57,80.99,7.15,,643.37,508.47,18.677,0.57,61.98,0.81,-0.83,77.38,1014.66
2013-01-13 15:00:00,73.7,60.0,133.9,69.53,7.09,,592.52,450.48,17.384,0.59,75.65,0.86,-1.22,78.92,1015.13
2013-01-13 16:00:00,71.16,56.07,127.47,63.84,6.69,,544.97,394.05,16.881,0.61,72.23,0.88,-1.98,83.07,1015.19
2013-01-13 17:00:00,63.99,52.42,116.79,61.46,6.38,,487.85,330.04,16.204,0.62,79.46,0.74,-2.55,86.23,1015.63
2013-01-13 18:00:00,60.05,47.25,107.56,67.17,5.89,,429.7,284.33,15.903,0.66,77.74,0.61,-2.95,88.65,1016.31
2013-01-13 19:00:00,61.38,43.6,105.3,63.62,5.03,,318.91,217.12,13.611,0.73,73.56,0.55,-3.0,89.85,1016.88
2013-01-13 20:00:00,84.14,46.05,130.39,77.81,5.53,,515.03,348.58,14.345,0.56,61.41,0.7,-3.15,91.75,1017.15
2013-01-13 21:00:00,95.26,47.49,143.02,94.28,6.11,,513.41,331.58,14.887,0.5,43.27,0.45,-3.2,93.3,1017.13
2013-01-13 22:00:00,98.56,47.39,146.3,103.16,6.72,,518.58,330.25,15.299,0.47,219.55,0.02,-2.97,92.38,1017.32
2013-01-13 23:00:00,102.46,47.69,150.57,102.93,7.01,,524.3,320.02,15.387,0.41,104.0,0.37,-3.4,94.3,1017.27
2013-01-14 00:00:00,103.39,48.65,152.48,108.51,7.44,,515.03,348.58,15.064,0.36,237.51,0.23,-3.72,96.32,1016.93
2013-01-14 01:00:00,99.88,49.28,149.6,109.3,7.65,,513.41,331.58,14.776,0.31,101.55,0.1,-3.85,97.5,1016.69
2013-01-14 02:00:00,104.64,50.23,155.28,120.17,8.4,,518.58,330.25,14.953,0.25,224.65,0.41,-4.12,98.63,1016.56
2013-01-14 03:00:00,129.42,52.82,182.71,204.92,7.84,,524.3,320.02,14.668,0.19,242.17,0.72,-4.38,99.96,1016.19
2013-01-14 04:00:00,131.56,55.06,187.05,198.08,8.01,,559.36,357.73,15.28,0.17,254.4,0.79,-4.63,100.0,1015.63
2013-01-14 05:00:00,91.86,51.91,144.04,107.81,8.2,,586.05,368.01,15.572,0.19,231.11,0.39,-4.61,100.0,1015.23
2013-01-14 06:00:00,79.85,51.8,131.77,87.66,8.07,,526.26,346.42,15.331,0.18,228.84,0.15,-4.97,100.0,1015.84
2013-01-14 07:00:00,74.54,51.93,126.68,96.89,8.04,,466.73,313.9,14.789,0.17,82.01,0.29,-5.13,100.0,1016.55
2013-01-14 08:00:00,62.08,50.31,112.65,85.37,7.8,,467.8,303.51,14.625,0.2,120.22,0.14,-5.06,100.0,1017.53
2013-01-14 09:00:00,56.11,50.11,106.48,78.81,7.57,,470.4,312.5,14.391,0.26,96.71,0.42,-5.05,100.0,1018.58
2013-01-14 10:00:00,51.95,47.99,100.18,73.22,7.17,,466.52,305.44,14.167,0.33,93.33,0.7,-4.88,100.0,1018.91
2013-01-14 11:00:00,67.18,49.01,116.47,76.15,7.13,,452.89,295.78,13.641,0.42,59.64,0.8,-4.57,100.0,1018.08
2013-01-14 12:00:00,50.36,47.55,98.15,71.78,6.86,,449.36,280.82,13.179,0.47,50.71,0.85,-4.31,99.99,1017.34
2013-01-14 13:00:00,87.66,52.85,140.92,94.23,6.44,,394.33,262.64,12.854,0.55,65.29,0.83,-4.07,98.49,1017.64
2013-01-14 14:00:00,100.57,53.07,154.06,114.19,6.26,,430.81,287.19,13.742,0.56,78.42,0.73,-3.75,95.76,1017.96
2013-01-14 15:00:00,31.24,42.42,73.79,74.13,5.01,,356.37,242.71,12.96,0.74,69.22,0.88,-3.73,94.27,1018.34
2013-01-14 16:00:00,18.32,39.45,57.87,59.25,4.57,,321.24,207.66,12.347,0.76,56.59,0.96,-3.75,93.97,1018.79
2013-01-14 17:00:00,16.22,37.97,54.32,58.1,4.45,,337.05,204.39,12.388,0.7,39.07,1.21,-4.01,95.81,1018.96
2013-01-14 18:00:00,14.45,38.65,53.19,42.28,4.42,,330.5,191.28,11.415,0.66,53.85,1.07,-4.15,97.45,1019.49
2013-01-14 19:00:00,18.87,38.45,57.47,41.04,4.3,,338.64,197.55,11.423,0.66,55.07,0.94,-4.09,97.86,1019.47
2013-01-14 20:00:00,31.52,39.01,70.73,47.95,4.39,,342.19,209.35,11.755,0.69,41.82,0.78,-4.13,96.94,1019.25
2013-01-14 21:00:00,36.96,39.45,76.68,54.88,4.61,,355.52,217.85,12.554,0.68,58.21,0.66,-4.0,95.51,1018.97
2013-01-14 22:00:00,43.13,40.25,83.66,68.76,5.13,,388.24,239.15,13.309,0.67,8.97,0.62,-3.97,95.07,1019.03
2013-01-14 23:00:00,51.61,41.51,93.43,100.68,5.35,,418.78,258.68,13.722,0.67,22.73,0.8,-3.94,93.86,1018.94
2013-01-15 00:00:00,46.18,41.71,88.2,95.06,5.45,,438.1,261.52,13.663,0.64,43.26,0.99,-4.07,93.93,1018.69
2013-01-15 01:00:00,50.46,42.14,92.93,96.99,5.74,,450.6,254.9,13.563,0.63,48.79,0.93,-4.1,93.71,1018.72
2013-01-15 02:00:00,50.14,41.04,91.5,93.64,5.45,,445.09,234.4,13.195,0.64,13.15,0.81,-4.04,94.14,1018.8
2013-01-15 03:00:00,54.16,42.03,96.48,103.48,5.58,,494.34,256.98,13.835,0.61,28.88,0.69,-3.82,94.01,1018.02
2013-01-15 04:00:00,44.7,36.68,81.7,79.1,4.56,,364.82,212.54,12.114,0.9,48.47,0.66,-3.68,91.9,1017.51
2013-01-15 05:00:00,42.28,34.07,76.7,63.19,3.8,,178.6,131.7,10.035,1.18,63.96,0.68,-3.54,90.24,1017.46
2013-01-15 06:00:00,50.0,35.6,86.0,83.22,4.24,,267.21,172.51,11.613,0.95,26.3,0.62,-3.5,91.12,1017.81
2013-01-15 07:00:00,52.95,35.99,89.34,89.69,4.42,,302.38,185.39,11.47,0.94,357.8,0.64,-3.49,90.49,1018.32
2013-01-15 08:00:00,51.91,35.41,87.74,89.77,4.68,,325.77,181.97,11.351,0.87,347.89,0.64,-3.51,92.09,1018.74
2013-01-15 09:00:00,53.04,36.17,89.61,85.61,4.59,,304.35,174.79,11.353,0.94,29.76,0.53,-3.26,91.23,1018.85
2013-01-15 10:00:00,50.13,36.33,86.87,84.85,4.59,,300.5,182.42,11.457,0.99,54.19,0.47,-2.9,89.62,1018.49
2013-01-15 11:00:00,56.61,38.36,95.32,86.31,4.73,,311.85,193.14,11.655,0.97,81.26,0.54,-2.69,88.39,1017.55
2013-01-15 12:00:00,67.74,41.02,109.11,91.11,4.84,,345.07,208.28,12.259,0.91,100.75,0.44,-2.51,87.91,1016.67
2013-01-15 13:00:00,72.39,43.25,116.01,89.53,4.82,,338.63,205.64,12.105,0.96,103.98,0.33,-2.19,86.21,1016.0
2013-01-15 14:00:00,64.49,44.95,109.72,93.49,5.03,,335.86,206.26,12.005,1.0,101.23,0.36,-2.0,84.4,1015.8
2013-01-15 15:00:00,65.51,45.36,111.16,93.36,5.41,,345.78,212.18,11.992,0.99,211.07,0.23,-1.7,83.37,1015.94
2013-01-15 16:00:00,77.3,48.37,125.96,131.77,6.51,,380.97,233.01,12.224,0.9,239.47,0.41,-1.88,85.25,1016.33
2013-01-15 17:00:00,101.44,50.13,151.94,198.0,5.34,,368.04,221.46,12.182,0.93,242.28,0.8,-2.24,86.28,1016.74
2013-01-15 18:00:00,79.25,47.32,126.84,171.38,5.28,,384.36,232.45,13.0,0.87,236.7,0.79,-2.5,88.14,1017.32
2013-01-15 19:00:00,61.45,47.81,109.5,124.93,5.97,,422.03,248.67,13.748,0.79,238.69,0.69,-2.61,88.29,1017.61
2013-01-15 20:00:00,70.81,48.46,119.63,116.66,6.81,,502.04,297.39,14.184,0.62,252.78,0.35,-2.74,87.63,1018.04
2013-01-15 21:00:00,71.97,46.16,118.47,89.94,6.44,,470.56,267.35,13.636,0.63,242.65,0.44,-3.4,89.82,1018.34
2013-01-15 22:00:00,63.88,44.63,108.77,83.82,7.13,,465.78,256.82,13.344,0.58,254.58,0.4,-3.79,91.73,1018.75
2013-01-15 23:00:00,72.95,45.17,118.42,90.24,7.69,,500.41,286.55,13.622,0.53,241.6,0.31,-3.58,92.96,1019.08
2013-01-16 00:00:00,82.28,49.94,132.58,109.62,7.39,,487.62,269.73,13.255,0.49,235.69,0.48,-3.48,94.67,1019.11
2013-01-16 01:00:00,108.84,54.61,163.9,161.9,7.64,,516.7,270.82,13.061,0.43,239.05,0.39,-3.53,96.7,1019.04
2013-01-16 02:00:00,128.03,56.65,185.22,250.84,8.35,,555.52,285.62,13.121,0.4,238.07,0.46,-3.58,97.66,1019.19
2013-01-16 03:00:00,118.24,54.23,173.03,335.61,7.58,,452.29,230.77,12.115,0.42,237.99,0.66,-3.95,98.74,1019.64
2013-01-16 04:00:00,113.52,53.4,167.45,295.92,8.16,,474.74,230.73,12.167,0.4,163.73,0.21,-3.8,99.3,1020.12
2013-01-16 05:00:00,103.58,53.43,157.46,255.31,8.13,,457.29,220.44,12.129,0.4,172.49,0.24,-3.95,99.28,1020.72
2013-01-16 06:00:00,92.88,52.53,145.73,222.74,7.81,,413.46,198.13,11.593,0.38,168.67,0.1,-4.16,99.63,1020.97
2013-01-16 07:00:00,70.43,50.66,121.37,186.84,7.59,,402.72,187.67,11.209,0.35,280.69,0.18,-4.41,99.94,1021.91
2013-01-16 08:00:00,68.51,49.98,118.83,157.14,7.93,,467.87,203.44,11.933,0.32,102.06,0.47,-4.29,100.0,1022.86
2013-01-16 09:00:00,65.29,48.28,113.83,137.64,7.3,,422.23,190.7,11.686,0.33,94.37,0.53,-4.36,100.0,1024.09
2013-01-16 10:00:00,55.7,47.02,102.96,117.74,6.88,,401.29,190.17,11.997,0.41,90.64,0.77,-4.25,100.0,1024.25
2013-01-16 11:00:00,87.39,51.48,139.25,112.03,7.07,,391.49,194.43,11.466,0.45,63.11,0.83,-4.07,100.0,1023.81
2013-01-16 12:00:00,68.71,47.53,116.57,88.68,6.35,,355.59,189.06,11.287,0.58,67.01,1.12,-4.09,100.0,1023.15
2013-01-16 13:00:00,40.84,41.16,82.29,77.69,5.93,,286.96,165.82,11.149,0.87,51.06,1.12,-3.91,97.81,1023.02
2013-01-16 14:00:00,41.04,41.23,82.57,80.94,5.95,,285.1,173.26,11.313,0.92,35.25,1.19,-3.58,92.57,1023.43
2013-01-16 15:00:00,31.66,37.39,69.27,61.49,5.55,,472.57,166.4,10.946,0.95,46.89,1.0,-3.42,94.41,1024.24
2013-01-16 16:00:00,11.82,32.61,44.52,42.85,4.31,,239.5,137.42,10.94,1.13,37.77,0.92,-3.01,91.77,1024.99
2013-01-16 17:00:00,60.36,24.95,85.47,39.8,3.88,,269.89,162.7,11.06,1.06,38.54,1.06,-2.61,90.25,1025.94
2013-01-16 18:00:00,190.86,29.9,220.91,111.58,2.86,,286.94,180.36,11.125,1.08,33.35,0.81,-2.35,87.96,1026.85
2013-01-16 19:00:00,34.38,54.03,88.68,58.33,2.93,,281.07,182.51,11.744,1.14,24.52,0.65,-1.94,85.32,1027.8
2013-01-16 20:00:00,30.84,53.72,84.81,54.32,2.26,,264.81,183.34,11.888,1.24,47.11,0.99,-1.87,82.96,1028.63
2013-01-16 21:00:00,43.44,49.38,93.0,55.11,3.17,,252.44,174.98,11.76,1.34,37.76,0.95,-1.81,80.02,1029.34
2013-01-16 22:00:00,34.42,53.38,88.07,70.24,3.38,,310.1,213.54,13.153,1.04,0.68,0.9,-2.15,82.1,1029.69
2013-01-16 23:00:00,42.02,52.82,95.12,77.93,3.52,,331.34,229.52,13.432,0.95,2.03,0.78,-2.35,82.83,1029.92
2013-01-17 00:00:00,30.63,50.23,81.11,80.87,3.64,,316.11,218.0,12.561,0.93,9.3,0.49,-2.47,82.34,1030.15
2013-01-17 01:00:00,17.72,47.96,65.69,75.58,3.37,,272.06,190.73,11.647,1.09,351.51,0.56,-2.74,82.84,1030.44
2013-01-17 02:00:00,17.8,48.94,66.76,63.44,3.48,,277.56,189.48,11.598,1.06,321.83,0.14,-2.58,82.54,1030.59
